ID_LAT_LON_YEAR_WEEK,emission
ID_-23.53_27.47_2021_13,3693.749147000004
ID_-23.53_27.47_2021_14,1957.9710920499992
ID_-23.53_27.47_2021_15,3264.732648000001
ID_-23.53_27.47_2021_16,2111.5086170900013
ID_-23.53_27.47_2021_17,1928.9635481000003
ID_-23.53_27.47_2021_18,12741.863783650006
ID_-23.53_27.47_2021_19,3428.9919834000007
ID_-23.53_27.47_2021_20,2133.680364500001
ID_-23.53_27.47_2021_21,1970.9878898266666
ID_-23.53_27.47_2021_22,2100.702103090001
ID_-23.53_27.47_2021_23,2055.3788815500016
ID_-23.53_27.47_2021_24,3248.5190359999997
ID_-23.53_27.47_2021_25,1731.9377904599992
ID_-23.53_27.47_2021_26,2081.2163315000007
ID_-23.53_27.47_2021_27,2100.2249479899997
ID_-23.53_27.47_2021_28,1998.9136340366676
ID_-23.53_27.47_2021_29,2024.4230180000002
ID_-23.53_27.47_2021_30,2042.7196186016663
ID_-23.53_27.47_2021_31,3125.7239690000015
ID_-23.53_27.47_2021_32,2006.1310277500017
ID_-23.53_27.47_2021_33,1782.957509579999
ID_-23.53_27.47_2021_34,2007.5668591399995
ID_-23.53_27.47_2021_35,1996.3682730499995
ID_-23.53_27.47_2021_36,1771.2171724299997
ID_-23.53_27.47_2021_37,1838.29317124
ID_-23.53_27.47_2021_38,2714.1453058300017
ID_-23.53_27.47_2021_39,1882.8149023250005
ID_-23.53_27.47_2021_40,1821.30479128
ID_-23.53_27.47_2021_41,2100.5266177199996
ID_-23.53_27.47_2021_42,1871.548369639999
ID_-23.53_27.47_2021_43,1730.8670518799993
ID_-23.53_27.47_2021_44,1879.901478205
ID_-23.53_27.47_2021_45,1958.4562151416671
ID_-23.53_27.47_2021_46,1870.2689768500006
ID_-23.53_27.47_2021_47,1704.7248016900007
ID_-23.53_27.47_2021_48,2026.3242977100008
ID_-23.53_27.47_2021_49,1796.9449881699998
ID_-23.53_27.47_2021_50,1927.751872510001
ID_-23.53_27.47_2021_51,1769.3847440999994
ID_-23.53_27.47_2021_52,1800.1223628300006
ID_-23.53_27.47_2022_1,1776.1841777999998
ID_-23.53_27.47_2022_2,1704.8090014499994
ID_-23.53_27.47_2022_3,3471.955533
ID_-23.53_27.47_2022_4,2805.9193783716673
ID_-23.53_27.47_2022_5,4105.102495709999
ID_-23.53_27.47_2022_6,2189.3660631800008
ID_-23.53_27.47_2022_7,1795.670463533333
ID_-23.53_27.47_2022_8,11467.918384100003
ID_-23.53_27.47_2022_9,1719.2618920800005
ID_-23.53_27.47_2022_10,1785.8375464999983
ID_-23.53_27.47_2022_11,1733.7688203466664
ID_-23.53_27.47_2022_12,2009.5501687999995
ID_-23.53_27.47_2022_13,3152.8056675
ID_-23.53_27.47_2022_14,2064.4663529100003
ID_-23.53_27.47_2022_15,1685.7889860399994
ID_-23.53_27.47_2022_16,1813.3114915799983
ID_-23.53_27.47_2022_17,1942.627036
ID_-23.53_27.47_2022_18,3900.043233600004
ID_-23.53_27.47_2022_19,2397.32118721
ID_-23.53_27.47_2022_20,1729.1755167699996
ID_-23.53_27.47_2022_21,2088.808643685001
ID_-23.53_27.47_2022_22,1966.4880226000005
ID_-23.53_27.47_2022_23,2143.409292526668
ID_-23.53_27.47_2022_24,2105.2946848100005
ID_-23.53_27.47_2022_25,1910.3701827
ID_-23.53_27.47_2022_26,2104.3427945699996
ID_-23.53_27.47_2022_27,2105.9863293500007
ID_-23.53_27.47_2022_28,2860.88813432
ID_-23.53_27.47_2022_29,1821.2543108100006
ID_-23.53_27.47_2022_30,1864.8159517499994
ID_-23.53_27.47_2022_31,1615.7207766799997
ID_-23.53_27.47_2022_32,1770.6910714399999
ID_-23.53_27.47_2022_33,3951.6426040000033
ID_-23.53_27.47_2022_34,2005.7948571999993
ID_-23.53_27.47_2022_35,2039.9983120600007
ID_-23.53_27.47_2022_36,2201.2956240099998
ID_-23.53_27.47_2022_37,3927.7854899800004
ID_-23.53_27.47_2022_38,2059.8967734500006
ID_-23.53_27.47_2022_39,1924.7086854049992
ID_-23.53_27.47_2022_40,1870.76277753
ID_-23.53_27.47_2022_41,1729.9185461500008
ID_-23.53_27.47_2022_42,1955.2864014683344
ID_-23.53_27.47_2022_43,1905.4224213949994
ID_-23.53_27.47_2022_44,1768.7070186399985
ID_-23.53_27.47_2022_45,1763.5786180400014
ID_-23.53_27.47_2022_46,1979.2757539199997
ID_-23.53_27.47_2022_47,1812.66736874
ID_-23.53_27.47_2022_48,4024.4929537199987
ID_-23.53_27.47_2022_52,1726.8556954700002
ID_-23.53_27.57_2019_1,1653.8493788499989
ID_-23.53_27.57_2019_2,1963.4327636500002
ID_-23.53_27.57_2019_3,2053.4792433850002
ID_-23.53_27.57_2019_4,3085.4255610000005
ID_-23.53_27.57_2019_5,2064.841879360001
ID_-23.53_27.57_2019_6,2034.2198044000006
ID_-23.53_27.57_2019_7,3069.2871710300014
ID_-23.53_27.57_2019_8,2021.7347555499998
ID_-23.53_27.57_2019_9,1695.0702785999995
ID_-23.53_27.57_2019_10,1880.7809885999993
ID_-23.53_27.57_2019_11,2649.4461180300013
ID_-23.53_27.57_2019_12,3147.879641760002
ID_-23.53_27.57_2019_13,1936.5673259500004
ID_-23.53_27.57_2019_14,1869.3647003000003
ID_-23.53_27.57_2019_15,1988.0181156283338
ID_-23.53_27.57_2019_16,1961.52408278
ID_-23.53_27.57_2019_17,1610.1246922999997
ID_-23.53_27.57_2019_18,2417.3454832100006
ID_-23.53_27.57_2019_19,2081.6336795
ID_-23.53_27.57_2019_20,2090.0006156
ID_-23.53_27.57_2019_21,2819.6983709099995
ID_-23.53_27.57_2019_22,3154.410152000001
ID_-23.53_27.57_2019_23,3736.317831000002
ID_-23.53_27.57_2019_24,2769.69453852
ID_-23.53_27.57_2019_25,2114.7452021999993
ID_-23.53_27.57_2019_26,3250.4782679999994
ID_-23.53_27.57_2019_27,1683.6168905499994
ID_-23.53_27.57_2019_28,2049.634158950001
ID_-23.53_27.57_2019_29,3926.0463146000025
ID_-23.53_27.57_2019_30,2053.0116144999997
ID_-23.53_27.57_2019_31,3156.063357000002
ID_-23.53_27.57_2019_32,1808.6592278500011
ID_-23.53_27.57_2019_33,2922.4936356699986
ID_-23.53_27.57_2019_34,3553.920722600002
ID_-23.53_27.57_2019_35,1968.5162361999996
ID_-23.53_27.57_2019_36,1914.6257298799987
ID_-23.53_27.57_2019_37,2752.7248695499984
ID_-23.53_27.57_2019_38,1959.5406213750011
ID_-23.53_27.57_2019_39,12103.779891390004
ID_-23.53_27.57_2019_40,1951.601964210001
ID_-23.53_27.57_2019_41,1772.6551439499995
ID_-23.53_27.57_2019_42,2822.8048185000002
ID_-23.53_27.57_2019_43,2507.4577031499994
ID_-23.53_27.57_2019_44,3253.48036313
ID_-23.53_27.57_2019_45,1765.5914887499998
ID_-23.53_27.57_2019_46,3066.1660361000013
ID_-23.53_27.57_2019_47,1902.6786344233344
ID_-23.53_27.57_2019_48,1796.6803135049988
ID_-23.53_27.57_2019_49,1765.00579928
ID_-23.53_27.57_2019_50,1793.3247284399997
ID_-23.53_27.57_2019_51,1782.7740350599997
ID_-23.53_27.57_2019_52,2010.7412991816682
ID_-23.53_27.57_2020_1,2849.081718300001
ID_-23.53_27.57_2020_2,2079.408027410002
ID_-23.53_27.57_2020_3,1795.69684026
ID_-23.53_27.57_2020_4,1715.3436803100005
ID_-23.53_27.57_2020_5,1839.2770214699992
ID_-23.53_27.57_2020_6,1771.4063683633344
ID_-23.53_27.57_2020_7,1810.2470952999988
ID_-23.53_27.57_2020_8,2061.99708648
ID_-23.53_27.57_2020_9,1952.0425068400002
ID_-23.53_27.57_2020_10,1731.64472364
ID_-23.53_27.57_2020_11,1670.1913400700003
ID_-23.53_27.57_2020_12,3156.034906500002
ID_-23.53_27.57_2020_13,2847.72318841
ID_-23.53_27.57_2020_14,1723.7359013299993
ID_-23.53_27.57_2020_15,1912.2710304999991
ID_-23.53_27.57_2020_16,2021.5139293349996
ID_-23.53_27.57_2020_17,3371.4885626000014
ID_-23.53_27.57_2020_18,3801.616912500002
ID_-23.53_27.57_2020_19,3138.5240234
ID_-23.53_27.57_2020_20,3524.4388480000025
ID_-23.53_27.57_2020_21,2128.87233893
ID_-23.53_27.57_2020_22,2211.5391122600004
ID_-23.53_27.57_2020_23,2823.8707246799995
ID_-23.53_27.57_2020_24,1684.6024795299995
ID_-23.53_27.57_2020_25,4653.100802800001
ID_-23.53_27.57_2020_26,2097.9647418300005
ID_-23.53_27.57_2020_27,3169.3065197000005
ID_-23.53_27.57_2020_28,1671.4564994399998
ID_-23.53_27.57_2020_29,2075.14945466
ID_-23.53_27.57_2020_30,2097.22594292
ID_-23.53_27.57_2020_31,3181.2577720000018
ID_-23.53_27.57_2020_32,2026.9931899599999
ID_-23.53_27.57_2020_33,1805.7414213966651
ID_-23.53_27.57_2020_34,1826.8557480499999
ID_-23.53_27.57_2020_35,1815.9075314183326
ID_-23.53_27.57_2020_36,1827.7391258116666
ID_-23.53_27.57_2020_37,3165.7199897000014
ID_-23.53_27.57_2020_38,1904.5845274200003
ID_-23.53_27.57_2020_39,2059.378833279998
ID_-23.53_27.57_2020_40,1957.5568626550003
ID_-23.53_27.57_2020_41,1837.0345973600001
ID_-23.53_27.57_2020_42,3319.2110870000015
ID_-23.53_27.57_2020_43,3133.467756560002
ID_-23.53_27.57_2020_44,1826.5575138166666
ID_-23.53_27.57_2020_45,1742.1545193599989
ID_-23.53_27.57_2020_46,1963.898484009998
ID_-23.53_27.57_2020_47,1866.71876531
ID_-23.53_27.57_2020_48,3657.9277421399997
ID_-23.53_27.57_2020_49,1810.511021073334
ID_-23.53_27.57_2020_50,2051.447864400002
ID_-23.53_27.57_2020_51,2088.7998902499994
ID_-23.53_27.57_2020_52,1816.9345387616665
ID_-23.53_27.57_2021_1,1987.5030976366675
ID_-23.53_27.57_2021_2,2089.8142419100004
ID_-23.53_27.57_2021_3,2672.608118592001
ID_-23.53_27.57_2021_4,1762.4192228400002
ID_-23.53_27.57_2021_5,2088.7998902499994
ID_-23.53_27.57_2021_6,2088.7998902499994
ID_-23.53_27.57_2021_7,3695.5072220000043
ID_-23.53_27.57_2021_8,1624.36323389
ID_-23.53_27.57_2021_9,3632.1885213000032
ID_-23.53_27.57_2021_10,2927.282377130001
ID_-23.53_27.57_2021_11,2016.8440556
ID_-23.53_27.57_2021_12,2005.3468759300001
ID_-23.53_27.57_2021_13,3685.998741600004
ID_-23.53_27.57_2021_14,3186.508372000001
ID_-23.53_27.57_2021_15,1915.17440966
ID_-23.53_27.57_2021_16,2064.9972589800004
ID_-23.53_27.57_2021_17,1848.1085650599996
ID_-23.53_27.57_2021_18,2132.61933147
ID_-23.53_27.57_2021_19,2488.9841025500004
ID_-23.53_27.57_2021_20,2130.5995000700004
ID_-23.53_27.57_2021_21,2229.2802076399994
ID_-23.53_27.57_2021_22,2118.057090460001
ID_-23.53_27.57_2021_23,3016.4947904
ID_-23.53_27.57_2021_24,13887.256484300015
ID_-23.53_27.57_2021_25,2041.6070334200008
ID_-23.53_27.57_2021_26,2041.466422399999
ID_-23.53_27.57_2021_27,2116.6775036700005
ID_-23.53_27.57_2021_28,2071.241915935
ID_-23.53_27.57_2021_29,1736.1308086
ID_-23.53_27.57_2021_30,1970.3520192800006
ID_-23.53_27.57_2021_31,3169.3065197000005
ID_-23.53_27.57_2021_32,1769.561938469999
ID_-23.53_27.57_2021_33,1676.6781105799992
ID_-23.53_27.57_2021_34,2073.9161489999988
ID_-23.53_27.57_2021_35,2811.163703300002
ID_-23.53_27.57_2021_36,1765.4383164699993
ID_-23.53_27.57_2021_37,1890.3432861599993
ID_-23.53_27.57_2021_38,2119.1857759200007
ID_-23.53_27.57_2021_39,2794.128598800002
ID_-23.53_27.57_2021_40,1864.869469754999
ID_-23.53_27.57_2021_41,2104.557527269999
ID_-23.53_27.57_2021_42,1676.0160258399999
ID_-23.53_27.57_2021_43,2156.024062431667
ID_-23.53_27.57_2021_44,1899.6876715949993
ID_-23.53_27.57_2021_45,2890.3720411000013
ID_-23.53_27.57_2021_46,2009.9691645100015
ID_-23.53_27.57_2021_47,1864.6232654499988
ID_-23.53_27.57_2021_48,1869.0358338999995
ID_-23.53_27.57_2021_49,1777.6680000699992
ID_-23.53_27.57_2021_50,2659.1914912999996
ID_-23.53_27.57_2021_51,1742.1655375900007
ID_-23.53_27.57_2021_52,1698.5036049400003
ID_-23.53_27.57_2022_1,1812.5514499499998
ID_-23.53_27.57_2022_2,1532.209273140001
ID_-23.53_27.57_2022_3,4088.1773291999984
ID_-23.53_27.57_2022_4,1990.916552835
ID_-23.53_27.57_2022_5,2484.1705524900012
ID_-23.53_27.57_2022_6,1959.060668585
ID_-23.53_27.57_2022_7,1869.697389245
ID_-23.53_27.57_2022_8,3571.204074000004
ID_-23.53_27.57_2022_9,1772.7186253499995
ID_-23.53_27.57_2022_10,1729.2560750399996
ID_-23.53_27.57_2022_11,1981.4460758999994
ID_-23.53_27.57_2022_12,2019.7294758200012
ID_-23.53_27.57_2022_13,3154.8492038000004
ID_-23.53_27.57_2022_14,3147.1820420000017
ID_-23.53_27.57_2022_15,1645.2019410499995
ID_-23.53_27.57_2022_16,1766.0828987499988
ID_-23.53_27.57_2022_17,1920.7244937666678
ID_-23.53_27.57_2022_18,3496.6398140000038
ID_-23.53_27.57_2022_19,4162.856291000003
ID_-23.53_27.57_2022_20,1898.548902000001
ID_-23.53_27.57_2022_21,2806.4378119500007
ID_-23.53_27.57_2022_22,2010.41970342
ID_-23.53_27.57_2022_23,2080.3350529400004
ID_-23.53_27.57_2022_24,2469.5190304199996
ID_-23.53_27.57_2022_25,1893.7217023000003
ID_-23.53_27.57_2022_26,2054.9818582000007
ID_-23.53_27.57_2022_27,2688.45680705
ID_-23.53_27.57_2022_28,4794.017400600007
ID_-23.53_27.57_2022_29,2098.1339854600014
ID_-23.53_27.57_2022_30,1935.96594886
ID_-23.53_27.57_2022_31,1916.8636748999998
ID_-23.53_27.57_2022_32,2081.8658541850004
ID_-23.53_27.57_2022_33,3848.8814086000043
ID_-23.53_27.57_2022_34,2075.890783750001
ID_-23.53_27.57_2022_35,2654.6373114416665
ID_-23.53_27.57_2022_36,1958.2576496800002
ID_-23.53_27.57_2022_37,2280.4666769500004
ID_-23.53_27.57_2022_38,2191.7127642999994
ID_-23.53_27.57_2022_39,2004.8648955200013
ID_-23.53_27.57_2022_40,1805.560731936667
ID_-23.53_27.57_2022_41,1790.6643899849992
ID_-23.53_27.57_2022_42,1689.7121726599994
ID_-23.53_27.57_2022_43,1782.3082857799998
ID_-23.53_27.57_2022_44,2036.8451476000018
ID_-23.53_27.57_2022_45,1744.612837638333
ID_-23.53_27.57_2022_46,2062.3506174000013
ID_-23.53_27.57_2022_47,2026.3102184600007
ID_-23.53_27.57_2022_48,1804.9660997883327
ID_-23.53_27.57_2022_52,1706.7898556333332
ID_-23.53_27.67_2019_1,1780.4385951899994
ID_-23.53_27.67_2019_2,4173.953882749999
ID_-23.53_27.67_2019_3,4248.120454
ID_-23.53_27.67_2019_4,2109.07306729
ID_-23.53_27.67_2019_5,1844.098682399999
ID_-23.53_27.67_2019_6,1614.9866829100004
ID_-23.53_27.67_2019_7,3020.6355206000003
ID_-23.53_27.67_2019_8,1940.5168727999999
ID_-23.53_27.67_2019_9,1737.4332185899996
ID_-23.53_27.67_2019_10,1703.4950541
ID_-23.53_27.67_2019_11,2083.221529760001
ID_-23.53_27.67_2019_12,3748.2556992999976
ID_-23.53_27.67_2019_13,3347.4650556000015
ID_-23.53_27.67_2019_14,1929.474417099999
ID_-23.53_27.67_2019_15,3844.453559000002
ID_-23.53_27.67_2019_16,2038.067979979999
ID_-23.53_27.67_2019_17,1913.0588786999997
ID_-23.53_27.67_2019_18,2128.57767304
ID_-23.53_27.67_2019_19,1673.4316808733333
ID_-23.53_27.67_2019_20,2013.329138390001
ID_-23.53_27.67_2019_21,1747.11664919
ID_-23.53_27.67_2019_22,2143.5255971500005
ID_-23.53_27.67_2019_23,2811.9570903400017
ID_-23.53_27.67_2019_24,2084.0950162266677
ID_-23.53_27.67_2019_25,1966.9293738999997
ID_-23.53_27.67_2019_26,3163.458212
ID_-23.53_27.67_2019_27,1912.009684099999
ID_-23.53_27.67_2019_28,2330.880974549999
ID_-23.53_27.67_2019_29,3143.410955
ID_-23.53_27.67_2019_30,1916.4524964
ID_-23.53_27.67_2019_31,3595.426222
ID_-23.53_27.67_2019_32,1897.07043928
ID_-23.53_27.67_2019_33,1995.1773142733334
ID_-23.53_27.67_2019_34,3094.7548787000014
ID_-23.53_27.67_2019_35,1986.9963675000004
ID_-23.53_27.67_2019_36,2077.1755017899986
ID_-23.53_27.67_2019_37,3292.794350600001
ID_-23.53_27.67_2019_38,1830.8669550266654
ID_-23.53_27.67_2019_39,3151.186752000002
ID_-23.53_27.67_2019_40,1794.4736170533326
ID_-23.53_27.67_2019_41,2003.7528830099996
ID_-23.53_27.67_2019_42,4013.519988000002
ID_-23.53_27.67_2019_43,2552.6657070499996
ID_-23.53_27.67_2019_44,1840.93043725
ID_-23.53_27.67_2019_45,1747.1563055000008
ID_-23.53_27.67_2019_46,3131.747787000002
ID_-23.53_27.67_2019_47,2081.75027215
ID_-23.53_27.67_2019_48,1893.72149642
ID_-23.53_27.67_2019_49,1808.9081920283338
ID_-23.53_27.67_2019_50,1907.2554011033342
ID_-23.53_27.67_2019_51,1771.213714019999
ID_-23.53_27.67_2019_52,2058.492706160002
ID_-23.53_27.67_2020_1,3616.1791567599994
ID_-23.53_27.67_2020_2,1721.6519240099997
ID_-23.53_27.67_2020_3,1811.9753803699998
ID_-23.53_27.67_2020_4,1970.8628982450005
ID_-23.53_27.67_2020_5,1767.6071368999997
ID_-23.53_27.67_2020_6,1778.008732400001
ID_-23.53_27.67_2020_7,1754.7998887299993
ID_-23.53_27.67_2020_8,3021.168604900001
ID_-23.53_27.67_2020_9,1967.5522084499999
ID_-23.53_27.67_2020_10,1766.0446214200006
ID_-23.53_27.67_2020_11,1858.9166412699994
ID_-23.53_27.67_2020_12,1806.7878002999992
ID_-23.53_27.67_2020_13,3204.4739428999997
ID_-23.53_27.67_2020_14,1676.1857491400003
ID_-23.53_27.67_2020_15,1903.7010412699995
ID_-23.53_27.67_2020_16,1857.9812259816663
ID_-23.53_27.67_2020_17,1954.5271690499999
ID_-23.53_27.67_2020_18,4106.889362600003
ID_-23.53_27.67_2020_19,3050.775777119998
ID_-23.53_27.67_2020_20,3894.558965600003
ID_-23.53_27.67_2020_21,2055.6360589100022
ID_-23.53_27.67_2020_22,3458.1813824000005
ID_-23.53_27.67_2020_23,2133.96980347
ID_-23.53_27.67_2020_24,1801.7242951999995
ID_-23.53_27.67_2020_25,2155.642201160001
ID_-23.53_27.67_2020_26,2271.9002150199995
ID_-23.53_27.67_2020_27,3591.8341769000044
ID_-23.53_27.67_2020_28,1899.1428119900002
ID_-23.53_27.67_2020_29,3046.1349384300015
ID_-23.53_27.67_2020_30,2086.7018964200006
ID_-23.53_27.67_2020_31,3159.061069000001
ID_-23.53_27.67_2020_32,1845.8743139266664
ID_-23.53_27.67_2020_33,2880.0174693000013
ID_-23.53_27.67_2020_34,1847.8069975800006
ID_-23.53_27.67_2020_35,1673.7807673871423
ID_-23.53_27.67_2020_36,1838.8668961100004
ID_-23.53_27.67_2020_37,3908.464092600002
ID_-23.53_27.67_2020_38,1859.9281617200004
ID_-23.53_27.67_2020_39,2120.5359836599996
ID_-23.53_27.67_2020_40,1991.753192858333
ID_-23.53_27.67_2020_41,3188.3628501800017
ID_-23.53_27.67_2020_42,3573.6727950000004
ID_-23.53_27.67_2020_43,2554.8264214999995
ID_-23.53_27.67_2020_44,1989.9879769699994
ID_-23.53_27.67_2020_45,1808.7711903100003
ID_-23.53_27.67_2020_46,1796.6477121900004
ID_-23.53_27.67_2020_47,1872.67120686
ID_-23.53_27.67_2020_48,2925.74191153
ID_-23.53_27.67_2020_49,1847.1257435499988
ID_-23.53_27.67_2020_50,2022.201846215001
ID_-23.53_27.67_2020_51,2088.7998902499994
ID_-23.53_27.67_2020_52,1876.9126635099992
ID_-23.53_27.67_2021_1,1673.5264638999993
ID_-23.53_27.67_2021_2,2096.4584573700004
ID_-23.53_27.67_2021_3,1697.8325766699998
ID_-23.53_27.67_2021_4,1555.7473922199993
ID_-23.53_27.67_2021_5,1643.9587648500008
ID_-23.53_27.67_2021_6,1749.8581558599994
ID_-23.53_27.67_2021_7,4849.602411000006
ID_-23.53_27.67_2021_8,2088.7998902499994
ID_-23.53_27.67_2021_9,4335.733710600006
ID_-23.53_27.67_2021_10,13616.812140510005
ID_-23.53_27.67_2021_11,3880.8404260000016
ID_-23.53_27.67_2021_12,2982.670197100002
ID_-23.53_27.67_2021_13,3397.8322916000006
ID_-23.53_27.67_2021_14,4045.701047000001
ID_-23.53_27.67_2021_15,1632.688619999999
ID_-23.53_27.67_2021_16,2063.4454328000006
ID_-23.53_27.67_2021_17,2026.6177755350002
ID_-23.53_27.67_2021_18,2109.9614136199993
ID_-23.53_27.67_2021_19,2112.2273986699997
ID_-23.53_27.67_2021_20,2143.9069336000002
ID_-23.53_27.67_2021_21,3083.546289960001
ID_-23.53_27.67_2021_22,2924.193370300002
ID_-23.53_27.67_2021_23,2120.2433086199994
ID_-23.53_27.67_2021_24,2130.70005015
ID_-23.53_27.67_2021_25,2374.1368034699985
ID_-23.53_27.67_2021_26,2884.179940140002
ID_-23.53_27.67_2021_27,2075.5454160666677
ID_-23.53_27.67_2021_28,1999.1376120350003
ID_-23.53_27.67_2021_29,3710.532769000002
ID_-23.53_27.67_2021_30,1887.6702176700003
ID_-23.53_27.67_2021_31,4801.514428000006
ID_-23.53_27.67_2021_32,1738.1718453
